Date,Packet Loss,Min,Avg,Max,Standard_Deviation
4/22/2017,0%,29.457,29.483,29.523,0.21
4/22/2017,0%,29.454,29.478,29.529,0.211
4/22/2017,0%,29.453,29.484,29.513,0.154
4/22/2017,0%,29.458,29.485,29.526,0.144
4/22/2017,0%,29.438,29.475,29.503,0.224
4/22/2017,0%,29.473,29.488,29.517,0.121
4/22/2017,0%,29.46,29.491,29.551,0.155
4/22/2017,0%,29.469,29.49,29.517,0.18
4/22/2017,0%,29.471,29.492,29.59,0.232
4/22/2017,0%,29.467,29.499,29.582,0.205
4/22/2017,0%,29.461,29.506,29.827,0.075
4/22/2017,0%,29.459,29.491,29.527,0.172
4/22/2017,0%,29.461,29.498,29.645,0.158
4/22/2017,0%,29.468,29.489,29.527,0.224
4/22/2017,0%,29.445,29.494,29.528,0.123
4/22/2017,0%,29.457,29.493,29.558,0.058
4/22/2017,0%,29.475,29.501,29.611,0.205
4/23/2017,0%,29.459,29.495,29.578,0.137
4/23/2017,0%,29.465,29.512,29.695,0.074
4/23/2017,0%,29.461,29.495,29.574,0.218
4/23/2017,0%,29.459,29.522,29.995,0.258
4/23/2017,0%,29.457,29.492,29.546,0.164
4/23/2017,0%,29.464,29.505,29.662,0.201
4/23/2017,0%,29.46,29.486,29.532,0.163
4/23/2017,0%,29.462,29.49,29.527,0.095
4/23/2017,0%,29.463,29.491,29.537,0.217
4/23/2017,0%,29.46,29.496,29.55,0.204
4/23/2017,0%,29.465,29.503,29.59,0.032
4/23/2017,0%,29.473,29.494,29.525,0.109
4/23/2017,0%,29.441,29.483,29.533,0.122
4/23/2017,0%,29.436,29.514,29.602,0.116
4/23/2017,0%,29.451,29.496,29.524,0.231
4/23/2017,0%,29.475,29.499,29.647,0.206
4/23/2017,0%,29.436,29.481,29.51,0.079
4/23/2017,0%,29.463,29.497,29.586,0.135
4/23/2017,0%,29.468,29.49,29.572,0.204
4/23/2017,0%,29.439,29.488,29.621,0.175
4/23/2017,0%,29.465,29.494,29.535,0.231
4/23/2017,0%,29.465,29.506,29.704,0.105
4/23/2017,0%,29.467,29.5,29.667,0.041
4/23/2017,0%,29.459,29.492,29.582,0.219
4/24/2017,0%,29.461,29.497,29.575,0.155
4/24/2017,0%,29.47,29.512,29.663,0.106
4/24/2017,0%,29.466,29.498,29.774,0.191
4/24/2017,0%,29.459,29.487,29.583,0.081
4/24/2017,0%,29.457,29.484,29.549,0.057
4/24/2017,0%,29.454,29.482,29.526,0.079
4/24/2017,0%,29.468,29.492,29.519,0.203
4/24/2017,0%,29.469,29.486,29.51,0.077
4/24/2017,0%,29.442,29.493,29.537,0.218
4/24/2017,0%,29.441,29.481,29.519,0.109
4/24/2017,0%,29.441,29.484,29.532,0.204
4/24/2017,0%,29.455,29.485,29.525,0.144
4/24/2017,0%,29.462,29.479,29.505,0.23
4/24/2017,0%,29.45,29.484,29.543,0.096
4/24/2017,0%,29.471,29.493,29.556,0.134
4/24/2017,0%,29.465,29.494,29.548,0.197
4/24/2017,0%,29.464,29.535,30.238,0.205
4/24/2017,0%,29.469,29.503,29.568,0.165
4/24/2017,0%,29.469,29.493,29.541,0.181
4/24/2017,0%,29.456,30.057,36.034,1.713
4/24/2017,0%,29.459,29.499,29.632,0.233
4/24/2017,0%,29.441,29.502,29.688,0.196
4/24/2017,0%,29.473,29.527,29.776,0.233
4/24/2017,0%,29.458,29.533,30.008,0.142
4/25/2017,0%,29.445,29.5,29.577,0.147
4/25/2017,0%,29.457,29.49,29.548,0.189
4/25/2017,0%,29.46,29.495,29.591,0.182
4/25/2017,0%,29.467,29.499,29.616,0.101
4/25/2017,0%,29.456,29.504,29.708,0.224
4/25/2017,0%,29.468,29.501,29.638,0.128
4/25/2017,0%,29.462,29.491,29.521,0.122
4/25/2017,0%,29.447,29.486,29.537,0.08
4/25/2017,0%,29.463,29.503,29.767,0.19
4/25/2017,0%,29.452,29.472,29.486,0.153
4/25/2017,0%,29.449,29.498,29.968,0.203
4/25/2017,0%,29.431,29.466,29.498,0.224
4/25/2017,0%,29.465,29.496,29.536,0.181
4/25/2017,0%,29.45,29.527,29.755,0.203
4/25/2017,0%,29.494,29.56,30.085,0.218
4/25/2017,0%,29.449,29.478,29.541,0.145
4/25/2017,0%,29.473,30.532,50.031,4.479
4/19/2017,0%,29.443,29.483,29.502,0.078
4/19/2017,0%,29.464,29.483,29.53,0.21
4/19/2017,0%,29.462,29.484,29.512,0.154
4/19/2017,0%,29.45,29.489,29.539,0.211
4/19/2017,0%,29.469,30.396,47.654,3.966
4/19/2017,0%,29.463,29.484,29.529,0.237
4/19/2017,0%,29.457,29.492,29.541,0.134
4/19/2017,0%,29.465,29.477,29.497,0.18
4/19/2017,0%,29.458,29.49,29.526,0.057
4/19/2017,0%,29.465,29.484,29.522,0.078
4/19/2017,0%,29.462,29.489,29.522,0.23
4/19/2017,0%,29.44,29.48,29.528,0.122
4/19/2017,0%,29.468,29.504,29.541,0.189
4/19/2017,0%,29.464,29.524,29.954,0.23
4/19/2017,5%,29.472,29.495,29.548,0.137
4/19/2017,0%,29.428,29.485,29.548,0.211
4/19/2017,0%,29.47,29.493,29.605,0.19
4/19/2017,0%,29.474,29.492,29.552,0.203
4/19/2017,0%,29.462,29.496,29.571,0.156
4/19/2017,0%,29.463,29.494,29.642,0.183
4/19/2017,0%,29.47,29.512,29.548,0.231
4/19/2017,0%,29.464,29.485,29.526,0.122
4/19/2017,0%,29.476,29.507,29.585,0.146
4/19/2017,0%,29.471,29.502,29.581,0.124
4/19/2017,0%,29.461,29.489,29.548,0.189
4/19/2017,0%,29.471,29.519,29.685,0.093
4/19/2017,0%,29.467,29.494,29.541,0.237
4/19/2017,0%,29.457,29.495,29.545,0.134
4/19/2017,0%,29.458,29.494,29.575,0.211
4/19/2017,0%,29.473,29.513,29.777,0.232
4/19/2017,0%,29.461,29.585,30.952,0.368
4/19/2017,0%,29.472,29.506,29.541,0.196
4/19/2017,0%,29.473,29.499,29.606,0.212
4/20/2017,0%,29.452,29.495,29.605,0.214
4/20/2017,0%,29.457,29.482,29.54,0.123
4/20/2017,0%,29.461,29.493,29.552,0.08
4/20/2017,0%,29.458,29.489,29.56,0.164
4/20/2017,0%,29.47,29.485,29.508,0.196
4/20/2017,0%,29.456,29.505,29.695,0.189
4/20/2017,0%,29.456,29.501,29.609,0.033
4/20/2017,0%,29.454,29.495,29.574,0.098
4/20/2017,0%,29.469,29.492,29.548,0.122
4/20/2017,0%,29.448,29.502,29.777,0.221
4/20/2017,0%,29.466,29.49,29.53,0.079
4/20/2017,0%,29.469,29.489,29.528,0.122
4/20/2017,0%,29.457,29.48,29.503,0.077
4/20/2017,0%,29.46,29.527,29.631,0.193
4/20/2017,0%,29.444,29.484,29.539,0.144
4/20/2017,0%,29.462,29.482,29.512,0.18
4/20/2017,0%,29.459,29.479,29.529,0.172
4/20/2017,0%,29.414,29.473,29.509,0.155
4/20/2017,0%,29.46,29.479,29.512,0.077
4/20/2017,0%,29.463,29.48,29.505,0.224
4/20/2017,0%,29.42,29.477,29.514,0.217
4/20/2017,0%,29.462,29.5,29.558,0.197
4/20/2017,0%,29.471,29.507,29.839,0.243
4/20/2017,0%,29.463,29.493,29.569,0.058
4/20/2017,0%,29.444,29.486,29.511,0.203
4/20/2017,0%,29.46,29.494,29.691,0.13
4/20/2017,0%,29.468,29.49,29.524,0.172
4/20/2017,0%,29.465,29.491,29.581,0.098
4/20/2017,0%,29.451,29.486,29.538,0.164
4/20/2017,0%,29.454,29.488,29.548,0.079
4/20/2017,0%,29.47,29.492,29.519,0.18
4/20/2017,0%,29.461,29.488,29.533,0.08
4/20/2017,0%,29.46,29.485,29.511,0.094
4/20/2017,0%,29.451,29.482,29.555,0.218
4/20/2017,0%,29.464,29.496,29.56,0.097
4/20/2017,0%,29.465,29.494,29.551,0.079
4/20/2017,0%,29.464,29.601,31.186,0.406
4/20/2017,0%,29.471,29.561,30.703,0.355
4/20/2017,0%,29.456,29.497,29.667,0.2
4/20/2017,0%,29.469,29.509,29.631,0.101
4/20/2017,0%,29.466,29.499,29.571,0.181
4/20/2017,0%,29.464,29.496,29.564,0.058
4/20/2017,0%,29.459,29.494,29.542,0.02
4/20/2017,0%,29.47,29.491,29.515,0.133
4/20/2017,0%,29.457,29.487,29.529,0.079
4/20/2017,0%,29.469,29.515,29.625,0.239
4/20/2017,0%,29.469,29.516,29.69,0.187
4/21/2017,0%,29.463,29.501,29.631,0.137
4/21/2017,0%,29.479,29.53,29.773,0.073
4/21/2017,0%,29.468,30.203,43.41,3.032
4/21/2017,0%,29.467,29.532,30.321,0.279
4/21/2017,0%,29.453,29.499,29.657,0.171
4/21/2017,0%,29.463,29.494,29.538,0.078
4/21/2017,0%,29.453,29.481,29.534,0.172
4/21/2017,0%,29.449,29.478,29.528,0.237
4/21/2017,0%,29.464,29.508,29.814,0.186
4/21/2017,0%,29.474,29.492,29.545,0.123
4/21/2017,0%,29.436,29.488,29.531,0.218
4/21/2017,0%,29.457,29.486,29.599,0.061
4/21/2017,0%,29.453,29.484,29.579,0.231
4/21/2017,0%,29.472,29.49,29.514,0.203
4/21/2017,0%,29.453,29.492,29.536,0.237
4/21/2017,0%,29.433,29.481,29.545,0.145
4/21/2017,0%,29.472,29.527,30.261,0.24
4/21/2017,0%,29.462,29.496,29.556,0.096
4/21/2017,0%,29.427,29.482,29.535,0.211
4/21/2017,0%,29.457,29.5,29.838,0.211
4/21/2017,0%,29.468,29.492,29.529,0.203
4/21/2017,0%,29.453,29.49,29.522,0.134
4/21/2017,0%,29.459,29.488,29.527,0.078
4/21/2017,0%,29.456,29.477,29.501,0.224
4/21/2017,0%,29.447,29.474,29.512,0.095
4/21/2017,0%,29.454,29.484,29.523,0.217
4/21/2017,0%,29.44,29.484,29.521,0.144
4/21/2017,0%,29.47,29.54,30.482,0.276
4/21/2017,0%,29.461,29.682,33.299,0.835
4/21/2017,0%,29.465,29.492,29.523,0.144
4/21/2017,0%,29.457,29.486,29.514,0.172
4/21/2017,0%,29.468,29.516,29.88,0.221
4/21/2017,0%,29.454,29.795,35.668,1.347
4/21/2017,0%,29.423,29.513,29.911,0.121
4/21/2017,0%,29.477,29.519,29.625,0.177
4/21/2017,0%,29.467,29.507,29.601,0.238
4/21/2017,5%,29.464,29.506,29.644,0.196
4/21/2017,0%,29.462,29.502,29.727,0.173
4/21/2017,0%,29.48,29.512,29.696,0.216
4/21/2017,0%,29.459,29.531,29.818,0.083
4/21/2017,0%,29.459,29.509,29.872,0.117
4/21/2017,0%,29.462,29.495,29.61,0.239
4/21/2017,0%,29.457,29.509,29.808,0.165
4/21/2017,0%,29.486,29.54,29.752,0.101
