Packet Loss,Probability,Packet Loss,Probability
0%,0.120448179,0%,0.211302211
0%,0.121848739,0%,0.213759214
0%,0.1232493,0%,0.216216216
0%,0.12464986,0%,0.218673219
0%,0.12605042,0%,0.221130221
0%,0.12745098,0%,0.223587224
0%,0.128851541,0%,0.226044226
0%,0.130252101,0%,0.228501229
0%,0.131652661,0%,0.230958231
0%,0.133053221,0%,0.233415233
0%,0.134453782,0%,0.235872236
0%,0.135854342,0%,0.238329238
0%,0.137254902,0%,0.240786241
0%,0.138655462,0%,0.243243243
0%,0.140056022,0%,0.245700246
0%,0.141456583,0%,0.248157248
0%,0.142857143,0%,0.250614251
0%,0.144257703,0%,0.253071253
0%,0.145658263,0%,0.255528256
0%,0.147058824,0%,0.257985258
0%,0.148459384,0%,0.26044226
0%,0.149859944,0%,0.262899263
0%,0.151260504,0%,0.265356265
0%,0.152661064,0%,0.267813268
0%,0.154061625,0%,0.27027027
0%,0.155462185,0%,0.272727273
0%,0.156862745,0%,0.275184275
0%,0.158263305,0%,0.277641278
0%,0.159663866,0%,0.28009828
0%,0.161064426,0%,0.282555283
0%,0.162464986,0%,0.285012285
0%,0.163865546,0%,0.287469287
0%,0.165266106,0%,0.28992629
0%,0.166666667,0%,0.292383292
0%,0.168067227,0%,0.294840295
0%,0.169467787,0%,0.297297297
0%,0.170868347,0%,0.2997543
0%,0.172268908,0%,0.302211302
0%,0.173669468,0%,0.304668305
0%,0.175070028,0%,0.307125307
0%,0.176470588,0%,0.30958231
0%,0.177871148,0%,0.312039312
0%,0.179271709,0%,0.314496314
0%,0.180672269,0%,0.316953317
0%,0.182072829,0%,0.319410319
0%,0.183473389,0%,0.321867322
0%,0.18487395,0%,0.324324324
0%,0.18627451,0%,0.326781327
0%,0.18767507,0%,0.329238329
0%,0.18907563,0%,0.331695332
0%,0.19047619,0%,0.334152334
0%,0.191876751,0%,0.336609337
0%,0.193277311,0%,0.339066339
0%,0.194677871,0%,0.341523342
0%,0.196078431,0%,0.343980344
0%,0.197478992,0%,0.346437346
0%,0.198879552,0%,0.348894349
0%,0.200280112,0%,0.351351351
0%,0.201680672,0%,0.353808354
0%,0.203081232,0%,0.356265356
0%,0.204481793,0%,0.358722359
0%,0.205882353,0%,0.361179361
0%,0.207282913,0%,0.363636364
0%,0.208683473,0%,0.366093366
0%,0.210084034,0%,0.368550369
0%,0.211484594,0%,0.371007371
0%,0.212885154,0%,0.373464373
0%,0.214285714,0%,0.375921376
0%,0.215686275,0%,0.378378378
0%,0.217086835,0%,0.380835381
0%,0.218487395,0%,0.383292383
0%,0.219887955,0%,0.385749386
0%,0.221288515,0%,0.388206388
0%,0.222689076,0%,0.390663391
0%,0.224089636,0%,0.393120393
0%,0.225490196,0%,0.395577396
0%,0.226890756,0%,0.398034398
0%,0.228291317,0%,0.4004914
0%,0.229691877,0%,0.402948403
0%,0.231092437,0%,0.405405405
0%,0.232492997,0%,0.407862408
0%,0.233893557,0%,0.41031941
0%,0.235294118,0%,0.412776413
0%,0.236694678,0%,0.415233415
0%,0.238095238,0%,0.417690418
0%,0.239495798,0%,0.42014742
0%,0.240896359,0%,0.422604423
0%,0.242296919,0%,0.425061425
0%,0.243697479,0%,0.427518428
0%,0.245098039,0%,0.42997543
0%,0.246498599,0%,0.432432432
0%,0.24789916,0%,0.434889435
0%,0.24929972,0%,0.437346437
0%,0.25070028,0%,0.43980344
0%,0.25210084,0%,0.442260442
0%,0.253501401,0%,0.444717445
0%,0.254901961,0%,0.447174447
0%,0.256302521,0%,0.44963145
0%,0.257703081,0%,0.452088452
0%,0.259103641,0%,0.454545455
0%,0.260504202,0%,0.457002457
0%,0.261904762,0%,0.459459459
0%,0.263305322,0%,0.461916462
0%,0.264705882,0%,0.464373464
0%,0.266106443,0%,0.466830467
0%,0.267507003,0%,0.469287469
0%,0.268907563,0%,0.471744472
0%,0.270308123,0%,0.474201474
0%,0.271708683,0%,0.476658477
0%,0.273109244,0%,0.479115479
0%,0.274509804,0%,0.481572482
0%,0.275910364,0%,0.484029484
0%,0.277310924,0%,0.486486486
0%,0.278711485,0%,0.488943489
0%,0.280112045,0%,0.491400491
0%,0.281512605,0%,0.493857494
0%,0.282913165,0%,0.496314496
0%,0.284313725,0%,0.498771499
0%,0.285714286,0%,0.501228501
0%,0.287114846,0%,0.503685504
0%,0.288515406,0%,0.506142506
0%,0.289915966,0%,0.508599509
0%,0.291316527,0%,0.511056511
0%,0.292717087,0%,0.513513514
0%,0.294117647,0%,0.515970516
0%,0.295518207,0%,0.518427518
0%,0.296918768,0%,0.520884521
0%,0.298319328,0%,0.523341523
0%,0.299719888,0%,0.525798526
0%,0.301120448,0%,0.528255528
0%,0.302521008,0%,0.530712531
0%,0.303921569,0%,0.533169533
0%,0.305322129,0%,0.535626536
0%,0.306722689,0%,0.538083538
0%,0.308123249,0%,0.540540541
0%,0.30952381,0%,0.542997543
0%,0.31092437,0%,0.545454545
0%,0.31232493,0%,0.547911548
0%,0.31372549,0%,0.55036855
0%,0.31512605,0%,0.552825553
0%,0.316526611,0%,0.555282555
0%,0.317927171,0%,0.557739558
0%,0.319327731,0%,0.56019656
0%,0.320728291,0%,0.562653563
0%,0.322128852,0%,0.565110565
0%,0.323529412,0%,0.567567568
0%,0.324929972,0%,0.57002457
0%,0.326330532,0%,0.572481572
0%,0.327731092,0%,0.574938575
0%,0.329131653,0%,0.577395577
0%,0.330532213,0%,0.57985258
0%,0.331932773,0%,0.582309582
0%,0.333333333,0%,0.584766585
0%,0.334733894,0%,0.587223587
0%,0.336134454,0%,0.58968059
0%,0.337535014,0%,0.592137592
0%,0.338935574,0%,0.594594595
0%,0.340336134,0%,0.597051597
0%,0.341736695,0%,0.5995086
0%,0.343137255,0%,0.601965602
0%,0.344537815,0%,0.604422604
0%,0.345938375,0%,0.606879607
0%,0.347338936,0%,0.609336609
0%,0.348739496,0%,0.611793612
0%,0.350140056,0%,0.614250614
0%,0.351540616,0%,0.616707617
0%,0.352941176,0%,0.619164619
0%,0.354341737,0%,0.621621622
0%,0.355742297,0%,0.624078624
0%,0.357142857,0%,0.626535627
0%,0.358543417,0%,0.628992629
0%,0.359943978,0%,0.631449631
0%,0.361344538,0%,0.633906634
0%,0.362745098,0%,0.636363636
0%,0.364145658,0%,0.638820639
0%,0.365546218,0%,0.641277641
0%,0.366946779,0%,0.643734644
0%,0.368347339,0%,0.646191646
0%,0.369747899,0%,0.648648649
0%,0.371148459,0%,0.651105651
0%,0.37254902,0%,0.653562654
0%,0.37394958,0%,0.656019656
0%,0.37535014,0%,0.658476658
0%,0.3767507,0%,0.660933661
0%,0.378151261,0%,0.663390663
0%,0.379551821,0%,0.665847666
0%,0.380952381,0%,0.668304668
0%,0.382352941,0%,0.670761671
0%,0.383753501,0%,0.673218673
0%,0.385154062,0%,0.675675676
0%,0.386554622,0%,0.678132678
0%,0.387955182,0%,0.680589681
0%,0.389355742,0%,0.683046683
0%,0.390756303,0%,0.685503686
0%,0.392156863,0%,0.687960688
0%,0.393557423,0%,0.69041769
0%,0.394957983,0%,0.692874693
0%,0.396358543,0%,0.695331695
0%,0.397759104,0%,0.697788698
0%,0.399159664,0%,0.7002457
0%,0.400560224,0%,0.702702703
0%,0.401960784,0%,0.705159705
0%,0.403361345,0%,0.707616708
0%,0.404761905,0%,0.71007371
0%,0.406162465,0%,0.712530713
0%,0.407563025,0%,0.714987715
0%,0.408963585,0%,0.717444717
0%,0.410364146,0%,0.71990172
0%,0.411764706,0%,0.722358722
0%,0.413165266,0%,0.724815725
0%,0.414565826,0%,0.727272727
0%,0.415966387,0%,0.72972973
0%,0.417366947,0%,0.732186732
0%,0.418767507,0%,0.734643735
0%,0.420168067,0%,0.737100737
0%,0.421568627,0%,0.73955774
0%,0.422969188,0%,0.742014742
0%,0.424369748,0%,0.744471744
0%,0.425770308,0%,0.746928747
0%,0.427170868,0%,0.749385749
0%,0.428571429,0%,0.751842752
0%,0.429971989,0%,0.754299754
0%,0.431372549,0%,0.756756757
0%,0.432773109,0%,0.759213759
0%,0.434173669,0%,0.761670762
0%,0.43557423,0%,0.764127764
0%,0.43697479,0%,0.766584767
0%,0.43837535,0%,0.769041769
0%,0.43977591,0%,0.771498771
0%,0.441176471,0%,0.773955774
0%,0.442577031,0%,0.776412776
0%,0.443977591,0%,0.778869779
0%,0.445378151,0%,0.781326781
0%,0.446778711,0%,0.783783784
0%,0.448179272,0%,0.786240786
0%,0.449579832,0%,0.788697789
0%,0.450980392,0%,0.791154791
0%,0.452380952,0%,0.793611794
0%,0.453781513,0%,0.796068796
0%,0.455182073,0%,0.798525799
0%,0.456582633,0%,0.800982801
0%,0.457983193,0%,0.803439803
0%,0.459383754,0%,0.805896806
0%,0.460784314,0%,0.808353808
0%,0.462184874,0%,0.810810811
0%,0.463585434,0%,0.813267813
0%,0.464985994,0%,0.815724816
0%,0.466386555,0%,0.818181818
0%,0.467787115,0%,0.820638821
0%,0.469187675,0%,0.823095823
0%,0.470588235,0%,0.825552826
0%,0.471988796,0%,0.828009828
0%,0.473389356,0%,0.83046683
0%,0.474789916,0%,0.832923833
0%,0.476190476,0%,0.835380835
0%,0.477591036,0%,0.837837838
0%,0.478991597,0%,0.84029484
0%,0.480392157,0%,0.842751843
0%,0.481792717,0%,0.845208845
0%,0.483193277,0%,0.847665848
0%,0.484593838,0%,0.85012285
0%,0.485994398,0%,0.852579853
0%,0.487394958,0%,0.855036855
0%,0.488795518,0%,0.857493857
0%,0.490196078,0%,0.85995086
0%,0.491596639,0%,0.862407862
0%,0.492997199,0%,0.864864865
0%,0.494397759,0%,0.867321867
0%,0.495798319,0%,0.86977887
0%,0.49719888,0%,0.872235872
0%,0.49859944,0%,0.874692875
0%,0.5,0%,0.877149877
0%,0.50140056,0%,0.87960688
0%,0.50280112,0%,0.882063882
0%,0.504201681,0%,0.884520885
0%,0.505602241,0%,0.886977887
0%,0.507002801,0%,0.889434889
0%,0.508403361,0%,0.891891892
0%,0.509803922,0%,0.894348894
0%,0.511204482,0%,0.896805897
0%,0.512605042,0%,0.899262899
0%,0.514005602,0%,0.901719902
0%,0.515406162,0%,0.904176904
0%,0.516806723,0%,0.906633907
0%,0.518207283,0%,0.909090909
0%,0.519607843,0%,0.911547912
0%,0.521008403,0%,0.914004914
0%,0.522408964,0%,0.916461916
0%,0.523809524,0%,0.918918919
0%,0.525210084,0%,0.921375921
0%,0.526610644,0%,0.923832924
0%,0.528011204,0%,0.926289926
0%,0.529411765,0%,0.928746929
0%,0.530812325,0%,0.931203931
0%,0.532212885,0%,0.933660934
0%,0.533613445,0%,0.936117936
0%,0.535014006,0%,0.938574939
0%,0.536414566,0%,0.941031941
0%,0.537815126,0%,0.943488943
0%,0.539215686,0%,0.945945946
0%,0.540616246,0%,0.948402948
0%,0.542016807,0%,0.950859951
0%,0.543417367,0%,0.953316953
0%,0.544817927,0%,0.955773956
0%,0.546218487,0%,0.958230958
0%,0.547619048,0%,0.960687961
0%,0.549019608,0%,0.963144963
0%,0.550420168,0%,0.965601966
0%,0.551820728,0%,0.968058968
0%,0.553221289,0%,0.970515971
0%,0.554621849,0%,0.972972973
0%,0.556022409,0%,0.975429975
0%,0.557422969,0%,0.977886978
0%,0.558823529,0%,0.98034398
0%,0.56022409,5%,0.982800983
0%,0.56162465,5%,0.985257985
0%,0.56302521,5%,0.987714988
0%,0.56442577,5%,0.99017199
0%,0.565826331,5%,0.992628993
0%,0.567226891,5%,0.995085995
0%,0.568627451,5%,0.997542998
0%,0.570028011,7,
0%,0.571428571,,
0%,0.572829132,,
0%,0.574229692,,
0%,0.575630252,,
0%,0.577030812,,
0%,0.578431373,,
0%,0.579831933,,
0%,0.581232493,,
0%,0.582633053,,
0%,0.584033613,,
0%,0.585434174,,
0%,0.586834734,,
0%,0.588235294,,
0%,0.589635854,,
0%,0.591036415,,
0%,0.592436975,,
0%,0.593837535,,
0%,0.595238095,,
0%,0.596638655,,
0%,0.598039216,,
0%,0.599439776,,
0%,0.600840336,,
0%,0.602240896,,
0%,0.603641457,,
0%,0.605042017,,
0%,0.606442577,,
0%,0.607843137,,
0%,0.609243697,,
0%,0.610644258,,
0%,0.612044818,,
0%,0.613445378,,
0%,0.614845938,,
0%,0.616246499,,
0%,0.617647059,,
0%,0.619047619,,
0%,0.620448179,,
0%,0.621848739,,
0%,0.6232493,,
0%,0.62464986,,
0%,0.62605042,,
0%,0.62745098,,
0%,0.628851541,,
0%,0.630252101,,
0%,0.631652661,,
0%,0.633053221,,
0%,0.634453782,,
0%,0.635854342,,
0%,0.637254902,,
0%,0.638655462,,
0%,0.640056022,,
0%,0.641456583,,
0%,0.642857143,,
0%,0.644257703,,
0%,0.645658263,,
0%,0.647058824,,
0%,0.648459384,,
0%,0.649859944,,
0%,0.651260504,,
0%,0.652661064,,
0%,0.654061625,,
0%,0.655462185,,
0%,0.656862745,,
0%,0.658263305,,
0%,0.659663866,,
0%,0.661064426,,
0%,0.662464986,,
0%,0.663865546,,
0%,0.665266106,,
0%,0.666666667,,
0%,0.668067227,,
0%,0.669467787,,
0%,0.670868347,,
0%,0.672268908,,
0%,0.673669468,,
0%,0.675070028,,
0%,0.676470588,,
0%,0.677871148,,
0%,0.679271709,,
0%,0.680672269,,
0%,0.682072829,,
0%,0.683473389,,
0%,0.68487395,,
0%,0.68627451,,
0%,0.68767507,,
0%,0.68907563,,
0%,0.69047619,,
0%,0.691876751,,
0%,0.693277311,,
0%,0.694677871,,
0%,0.696078431,,
0%,0.697478992,,
0%,0.698879552,,
0%,0.700280112,,
0%,0.701680672,,
0%,0.703081232,,
0%,0.704481793,,
0%,0.705882353,,
0%,0.707282913,,
0%,0.708683473,,
0%,0.710084034,,
0%,0.711484594,,
0%,0.712885154,,
0%,0.714285714,,
0%,0.715686275,,
0%,0.717086835,,
0%,0.718487395,,
0%,0.719887955,,
0%,0.721288515,,
0%,0.722689076,,
0%,0.724089636,,
0%,0.725490196,,
0%,0.726890756,,
0%,0.728291317,,
0%,0.729691877,,
0%,0.731092437,,
0%,0.732492997,,
0%,0.733893557,,
0%,0.735294118,,
0%,0.736694678,,
0%,0.738095238,,
0%,0.739495798,,
0%,0.740896359,,
0%,0.742296919,,
0%,0.743697479,,
0%,0.745098039,,
0%,0.746498599,,
0%,0.74789916,,
0%,0.74929972,,
0%,0.75070028,,
0%,0.75210084,,
0%,0.753501401,,
0%,0.754901961,,
0%,0.756302521,,
0%,0.757703081,,
0%,0.759103641,,
0%,0.760504202,,
0%,0.761904762,,
0%,0.763305322,,
0%,0.764705882,,
0%,0.766106443,,
0%,0.767507003,,
0%,0.768907563,,
0%,0.770308123,,
0%,0.771708683,,
0%,0.773109244,,
0%,0.774509804,,
0%,0.775910364,,
0%,0.777310924,,
0%,0.778711485,,
0%,0.780112045,,
0%,0.781512605,,
0%,0.782913165,,
0%,0.784313725,,
0%,0.785714286,,
0%,0.787114846,,
0%,0.788515406,,
0%,0.789915966,,
0%,0.791316527,,
0%,0.792717087,,
0%,0.794117647,,
0%,0.795518207,,
0%,0.796918768,,
0%,0.798319328,,
0%,0.799719888,,
0%,0.801120448,,
0%,0.802521008,,
0%,0.803921569,,
0%,0.805322129,,
0%,0.806722689,,
0%,0.808123249,,
0%,0.80952381,,
0%,0.81092437,,
0%,0.81232493,,
0%,0.81372549,,
0%,0.81512605,,
0%,0.816526611,,
0%,0.817927171,,
0%,0.819327731,,
0%,0.820728291,,
0%,0.822128852,,
0%,0.823529412,,
0%,0.824929972,,
0%,0.826330532,,
0%,0.827731092,,
0%,0.829131653,,
0%,0.830532213,,
0%,0.831932773,,
0%,0.833333333,,
0%,0.834733894,,
0%,0.836134454,,
0%,0.837535014,,
0%,0.838935574,,
0%,0.840336134,,
0%,0.841736695,,
0%,0.843137255,,
0%,0.844537815,,
0%,0.845938375,,
0%,0.847338936,,
0%,0.848739496,,
0%,0.850140056,,
0%,0.851540616,,
0%,0.852941176,,
0%,0.854341737,,
0%,0.855742297,,
0%,0.857142857,,
0%,0.858543417,,
0%,0.859943978,,
0%,0.861344538,,
0%,0.862745098,,
0%,0.864145658,,
0%,0.865546218,,
0%,0.866946779,,
0%,0.868347339,,
0%,0.869747899,,
0%,0.871148459,,
0%,0.87254902,,
0%,0.87394958,,
0%,0.87535014,,
0%,0.8767507,,
0%,0.878151261,,
0%,0.879551821,,
0%,0.880952381,,
0%,0.882352941,,
0%,0.883753501,,
0%,0.885154062,,
0%,0.886554622,,
0%,0.887955182,,
0%,0.889355742,,
0%,0.890756303,,
0%,0.892156863,,
0%,0.893557423,,
0%,0.894957983,,
0%,0.896358543,,
0%,0.897759104,,
0%,0.899159664,,
0%,0.900560224,,
0%,0.901960784,,
0%,0.903361345,,
0%,0.904761905,,
0%,0.906162465,,
0%,0.907563025,,
0%,0.908963585,,
0%,0.910364146,,
0%,0.911764706,,
0%,0.913165266,,
0%,0.914565826,,
0%,0.915966387,,
0%,0.917366947,,
0%,0.918767507,,
0%,0.920168067,,
0%,0.921568627,,
0%,0.922969188,,
0%,0.924369748,,
0%,0.925770308,,
0%,0.927170868,,
0%,0.928571429,,
0%,0.929971989,,
0%,0.931372549,,
0%,0.932773109,,
0%,0.934173669,,
0%,0.93557423,,
0%,0.93697479,,
0%,0.93837535,,
0%,0.93977591,,
0%,0.941176471,,
0%,0.942577031,,
0%,0.943977591,,
0%,0.945378151,,
0%,0.946778711,,
0%,0.948179272,,
0%,0.949579832,,
0%,0.950980392,,
0%,0.952380952,,
0%,0.953781513,,
0%,0.955182073,,
0%,0.956582633,,
0%,0.957983193,,
0%,0.959383754,,
0%,0.960784314,,
0%,0.962184874,,
0%,0.963585434,,
0%,0.964985994,,
0%,0.966386555,,
0%,0.967787115,,
5%,0.969187675,,
5%,0.970588235,,
5%,0.971988796,,
5%,0.973389356,,
5%,0.974789916,,
5%,0.976190476,,
5%,0.977591036,,
5%,0.978991597,,
5%,0.980392157,,
5%,0.981792717,,
5%,0.983193277,,
5%,0.984593838,,
5%,0.985994398,,
5%,0.987394958,,
5%,0.988795518,,
5%,0.990196078,,
5%,0.991596639,,
5%,0.992997199,,
5%,0.994397759,,
5%,0.995798319,,
5%,0.99719888,,
5%,0.99859944,,
5%,1,,
