Date,Packet Loss,Min,Avg,Max,Standard_Deviation
4/16/2017,0%,213.131,215.574,220.857,2.243
4/16/2017,0%,212.991,219.301,234.47,6.77
4/17/2017,0%,212.897,215.643,225.015,3.747
4/17/2017,0%,213.29,217.956,226.853,3.767
4/17/2017,0%,213.2,219.639,242.276,6.967
4/17/2017,0%,212.703,219.201,228.921,5.363
4/17/2017,0%,212.882,216.282,225.601,4.203
4/17/2017,0%,213.096,225.33,252.589,10.455
4/17/2017,0%,213.284,220.08,242.772,8.494
4/17/2017,0%,212.745,225.574,250.779,9.869
4/17/2017,0%,214.939,229.544,251.224,10.142
4/17/2017,0%,215.537,222.976,242.011,6.729
4/17/2017,0%,212.883,223.554,235.979,6.69
4/17/2017,0%,214.255,272.513,655.093,117.996
4/17/2017,0%,214.032,216.987,224.79,3.585
4/17/2017,0%,213.058,224.85,239.1,8.128
4/17/2017,0%,213.859,222.185,227.992,5.034
4/17/2017,0%,212.761,216.182,228.706,4.284
4/17/2017,0%,213.06,216.701,232.187,4.886
4/17/2017,0%,212.78,219.013,249.541,9.516
4/17/2017,0%,212.878,216.746,230.136,4.941
4/17/2017,0%,212.821,215.765,223.075,3.225
4/17/2017,0%,212.73,214.472,220.378,1.996
4/17/2017,0%,212.724,215.399,225.901,3.55
4/17/2017,0%,212.958,214.635,224.55,2.716
4/18/2017,0%,212.878,215.94,224.547,3.566
4/18/2017,0%,213.009,216.55,224.562,2.807
4/18/2017,0%,213.566,220.988,251.249,8.958
4/18/2017,0%,212.87,215.324,225.203,3.049
4/18/2017,0%,213.088,219.702,242.155,7.239
4/18/2017,0%,212.791,215.188,223.293,3.063
4/18/2017,0%,214.859,245.775,414.35,49.499
4/18/2017,0%,213.943,232.343,266.25,14.347
4/18/2017,0%,214.127,232.176,335.08,25.664
4/18/2017,0%,212.98,221.481,257.785,10.035
4/18/2017,0%,214.959,227.648,309.606,19.632
4/18/2017,0%,213.816,233.371,369.428,32.404
4/18/2017,0%,213.732,235.271,418.759,43.655
4/18/2017,0%,214.642,234.861,373.272,35.206
4/18/2017,0%,214.191,228.854,309.491,21.763
4/18/2017,0%,212.894,232.905,331.174,33.46
4/18/2017,0%,213.102,225.912,346.809,28.048
4/18/2017,0%,212.977,224.662,247.68,8.945
4/18/2017,0%,213.528,234.819,474.482,55.544
4/18/2017,0%,212.738,216.554,228.207,4.134
4/18/2017,0%,213.336,218.385,227.946,4.69
4/18/2017,0%,212.913,215.324,226.292,3.359
4/18/2017,0%,212.737,218.452,234.873,5.942
4/19/2017,0%,212.982,225.438,321.547,24.258
4/19/2017,0%,213.644,256.02,520.433,73.791
4/19/2017,0%,212.851,263.685,432.526,63.481
4/19/2017,0%,212.841,218.679,246.209,7.899
4/19/2017,0%,221.024,233.113,248.908,7.823
4/19/2017,0%,213.428,220.923,233.39,5.556
4/19/2017,0%,212.966,217.449,226.251,4.166
4/19/2017,0%,213.039,227.962,250.721,10.882
4/19/2017,0%,214.311,220.709,239.351,7.393
4/19/2017,0%,213.434,228.648,265.751,13.089
4/19/2017,0%,213.224,223.656,247.074,9.701
4/19/2017,0%,213.913,231.417,251.276,8.8
4/19/2017,0%,217.819,231.78,252.829,9.901
4/19/2017,0%,213.083,231.034,249.536,9.606
4/19/2017,0%,215.53,227.193,239.994,6.292
4/19/2017,0%,213.098,218.079,239.824,7
4/19/2017,0%,212.896,215.399,224.801,3.194
4/13/2017,0%,190.709,197.241,219.758,7.523
4/13/2017,0%,190.803,199.86,218.722,8.088
4/13/2017,0%,190.7,197.558,215.672,7.205
4/13/2017,0%,190.877,198.989,217.292,7.967
4/13/2017,0%,212.972,218.149,235.393,5.806
4/13/2017,0%,213.169,216.696,229.211,4.446
4/13/2017,0%,213.356,216.179,223.481,3.461
4/13/2017,0%,215.8,246.957,627.858,88.432
4/13/2017,0%,213.915,223.958,248.917,8.999
4/13/2017,0%,213.338,221.972,237.857,7.09
4/13/2017,0%,213.197,217.17,232.229,4.949
4/13/2017,0%,213.134,218.127,236.226,6.345
4/13/2017,0%,213.161,218.162,228.735,4.77
4/13/2017,0%,213.039,218.53,249.711,7.916
4/13/2017,0%,213.147,218.675,228.369,4.974
4/13/2017,0%,213.041,220.056,239.971,7.071
4/13/2017,0%,213.137,216.459,230.346,4.008
4/14/2017,0%,213.161,217.877,230.859,5.248
4/14/2017,0%,212.993,217.038,225.471,3.988
4/14/2017,0%,212.762,216.147,231.594,4.631
4/14/2017,0%,212.692,223.815,241.015,8.934
4/14/2017,0%,212.732,216.41,227.214,4.787
4/14/2017,0%,212.874,223.718,237.917,6.66
4/14/2017,0%,213.129,220.663,246.667,8.916
4/14/2017,0%,212.917,221.567,244.3,9.226
4/14/2017,0%,212.862,225.842,240.401,9.469
4/14/2017,0%,213.889,219.229,230.741,5.291
4/14/2017,0%,212.812,225.539,238.373,7.534
4/14/2017,0%,213.849,230.372,320.062,22.913
4/14/2017,0%,213.355,219.374,232.064,5.823
4/14/2017,0%,213.036,222.689,245.266,10.21
4/14/2017,0%,213.078,221.657,239.982,6.966
4/14/2017,0%,212.76,214.265,219.401,1.888
4/14/2017,0%,212.595,218.451,225.913,4.417
4/14/2017,0%,212.793,214.866,223.802,3.029
4/14/2017,0%,212.881,216.201,227.121,4.268
4/14/2017,0%,212.759,216.577,228.549,5.045
4/14/2017,0%,212.996,215.02,223.186,2.568
4/14/2017,0%,212.827,214.232,218.662,1.581
4/14/2017,0%,213,216.928,228.335,4.677
4/15/2017,0%,212.852,216.83,226.36,4.518
4/15/2017,0%,212.726,216.472,227.354,4.263
4/15/2017,0%,214.129,217.488,223.302,2.905
4/15/2017,0%,212.8,215.132,226.581,3.615
4/15/2017,0%,213.42,219.362,236.946,6.405
4/15/2017,0%,212.715,218.188,231.078,5.231
4/15/2017,0%,213.9,228.254,292.677,17.117
4/15/2017,0%,213.323,234.189,378.625,34.656
4/15/2017,0%,212.713,247.094,372.481,47.963
4/15/2017,0%,212.734,217.459,228.919,5.178
4/15/2017,0%,212.864,228.048,304.372,20.561
4/15/2017,0%,216.003,248.467,406.308,44.126
4/15/2017,0%,214.938,254.355,443.189,64.144
4/15/2017,0%,214.318,230.664,350.335,28.89
4/15/2017,0%,213.645,224.925,273.518,12.936
4/15/2017,0%,216.044,258.87,568.456,80.611
4/15/2017,0%,213.118,229.94,404.86,40.7
4/15/2017,0%,214.201,224.813,249.332,8.457
4/15/2017,0%,212.886,234.059,347.431,36.155
4/15/2017,0%,212.907,217.063,229.13,4.853
4/15/2017,0%,212.936,217.522,238.512,5.846
4/15/2017,0%,213.02,215.531,226.803,3.275
4/15/2017,0%,212.978,216.231,226.505,3.855
4/16/2017,0%,212.921,230.715,301.657,25.605
4/16/2017,0%,213.015,244.795,426.018,62.979
4/16/2017,0%,216.123,258.378,362.582,40.336
4/16/2017,0%,213.109,219.524,234.902,5.684
4/16/2017,0%,213.058,225.24,246.111,9.636
4/16/2017,0%,212.929,221.779,245.958,8.996
4/16/2017,0%,212.883,220.189,238.419,7.305
4/16/2017,0%,212.927,226.529,239.344,7.986
4/16/2017,0%,213.459,218.863,233.756,4.772
4/16/2017,0%,214.064,230.741,307.983,20.286
4/16/2017,0%,213.704,226.54,243.271,8.74
4/16/2017,0%,214.467,226.311,246.967,9.472
4/16/2017,0%,213.022,230.219,246.028,11.108
4/16/2017,0%,216.137,226.856,243.617,7.497
4/16/2017,0%,212.877,226.384,243.72,11.056
4/16/2017,0%,213.856,224.901,251.514,11.1
4/16/2017,0%,212.847,218.592,241.177,7.834
4/10/2017,0%,190.74,197.024,217.982,8.15
4/10/2017,0%,190.757,201.827,219.368,9.994
4/10/2017,0%,190.737,195.642,214.769,5.838
4/10/2017,0%,190.691,197.621,215.682,7.02
4/10/2017,0%,213.023,217.902,227.495,5.204
4/10/2017,0%,213.14,217.175,228.319,4.964
4/10/2017,0%,212.95,216.609,227.307,4.274
4/10/2017,0%,213.462,223.327,247.253,9.516
4/10/2017,0%,213.065,222.159,252.739,10.181
4/10/2017,0%,216.441,227.529,258.839,9.234
4/10/2017,0%,213.112,218.133,240.445,6.957
4/10/2017,0%,213.059,218.598,268.324,12.278
4/10/2017,0%,212.998,218.453,239.591,6.362
4/10/2017,0%,213.094,217.019,225.07,4.027
4/10/2017,0%,212.794,217.879,230.562,5.735
