Date,Packet Loss,Min,Avg,Max,Standard_Deviation
4/22/2017,0%,190.714,200.493,228.127,11.393
4/22/2017,0%,190.676,202.46,220.988,10.323
4/22/2017,0%,190.491,197.312,219.506,8.198
4/22/2017,0%,190.58,195.473,205.652,4.199
4/22/2017,0%,213.775,217.393,228.551,4.318
4/22/2017,0%,212.827,216.847,234.471,5.509
4/22/2017,0%,213.273,220.996,238.726,6.963
4/22/2017,0%,213.339,221.19,237.11,7.133
4/22/2017,0%,213.641,224.099,279.01,15.001
4/22/2017,0%,212.841,215.797,226.559,3.76
4/22/2017,0%,212.895,215.874,229.21,4.139
4/22/2017,0%,213.272,218.623,230.71,4.759
4/22/2017,0%,212.57,216.725,229.384,4.806
4/22/2017,0%,213.249,216.655,226.948,3.655
4/22/2017,0%,213.102,217.818,226.981,4.225
4/22/2017,0%,212.603,216.113,224.792,4.362
4/22/2017,0%,213.276,216.415,224.294,2.615
4/23/2017,0%,213.052,218.712,232.911,5.59
4/23/2017,0%,213.216,217.025,225.831,3.595
4/23/2017,0%,213.189,217.277,230.805,4.781
4/23/2017,0%,212.909,217.156,228.311,4.621
4/23/2017,0%,213.242,217.915,225.769,3.042
4/23/2017,0%,212.892,221.737,236.414,7.234
4/23/2017,0%,212.682,220.291,267.088,12.226
4/23/2017,0%,212.681,214.713,223.875,2.687
4/23/2017,0%,212.68,214.707,221.476,2.94
4/23/2017,0%,212.544,216.243,229.378,3.914
4/23/2017,0%,213.206,216.386,226.243,3.591
4/23/2017,0%,214.776,225.651,236.793,7.3
4/23/2017,0%,213.028,222.489,237.956,8.706
4/23/2017,0%,213.339,219.322,232.305,5.462
4/23/2017,0%,212.737,216.476,226.734,4.615
4/23/2017,0%,213.883,221.924,246.808,7.792
4/23/2017,0%,212.702,215.178,224.231,2.606
4/23/2017,0%,213.018,218.31,237.617,5.939
4/23/2017,0%,212.799,215.83,227.832,3.875
4/23/2017,0%,212.788,216.178,224.845,4.016
4/23/2017,0%,212.981,214.009,218.449,1.572
4/23/2017,0%,212.819,215.494,225.869,3.61
4/23/2017,0%,212.774,214.278,221.758,2.175
4/23/2017,0%,213.107,216.997,227.236,4.085
4/24/2017,0%,212.777,214.877,228.256,3.549
4/24/2017,0%,213.344,217.442,231.259,3.705
4/24/2017,0%,212.555,216.942,236.802,5.344
4/24/2017,0%,212.976,217.261,236.852,5.989
4/24/2017,0%,213.383,220.821,240.577,7.271
4/24/2017,0%,212.884,216.228,225.769,4.151
4/24/2017,0%,215.127,237.29,316.436,27.297
4/24/2017,0%,213.275,252.078,432.681,56.31
4/24/2017,0%,214.235,236.892,397.026,39.938
4/24/2017,0%,213.294,217.246,228.745,3.765
4/24/2017,0%,213.164,224.306,299.643,18.483
4/24/2017,0%,212.88,220.894,297.028,18.036
4/24/2017,0%,216.71,237.347,328.525,25.539
4/24/2017,0%,214.321,230.955,412.367,42.252
4/24/2017,0%,215.029,244.466,379.196,44.425
4/24/2017,0%,214.865,240.333,380.153,40.174
4/24/2017,0%,213.229,223.937,281.305,14.592
4/24/2017,0%,215.139,224.771,243.507,7.414
4/24/2017,0%,212.903,225.492,283.324,17.643
4/24/2017,0%,213.501,224.007,260.682,9.85
4/24/2017,0%,212.964,223.17,261.478,10.062
4/24/2017,0%,213.162,219.403,228.498,4.897
4/24/2017,0%,213.041,234.086,403.234,42.194
4/24/2017,0%,212.8,216.55,224.905,4.392
4/25/2017,0%,212.877,216.547,226.893,4.261
4/25/2017,0%,213.921,229.801,376.033,34.484
4/25/2017,0%,213.554,232.152,340.956,32.19
4/25/2017,0%,212.879,220.88,232.675,6.04
4/25/2017,0%,213.392,224.862,239.748,8.044
4/25/2017,0%,212.942,214.175,223.793,2.509
4/25/2017,0%,212.957,222.184,245.299,9.643
4/25/2017,0%,213.078,223.891,241.051,9.429
4/25/2017,0%,213.897,222.073,239.894,7.726
4/25/2017,0%,212.87,213.411,216.056,0.908
4/25/2017,0%,212.689,214.832,218.067,1.594
4/25/2017,0%,213.845,219.698,233.798,6.273
4/25/2017,0%,212.972,216.543,225.878,3.828
4/25/2017,0%,213.491,227.842,254.805,11.26
4/25/2017,0%,213.158,222.689,237.733,6.886
4/25/2017,0%,213.142,221.34,230.762,4.748
4/25/2017,0%,212.669,217.275,226.774,4.263
4/19/2017,0%,190.414,196.784,215.405,6.828
4/19/2017,0%,191.201,198.736,213.739,6.742
4/19/2017,0%,190.574,196.796,224.215,8.055
4/19/2017,0%,190.825,194.313,214.826,5.575
4/19/2017,0%,213.061,217.918,243.741,6.936
4/19/2017,0%,213.041,215.568,226.287,3.148
4/19/2017,0%,213.092,216.031,222.846,2.532
4/19/2017,0%,215.078,237.872,323.157,29.535
4/19/2017,0%,213.027,216.972,242.918,6.427
4/19/2017,0%,214.207,224.706,244.422,9.108
4/19/2017,0%,213.039,216.629,227.812,4.521
4/19/2017,0%,213.018,215.22,223.551,2.923
4/19/2017,0%,213.095,216.412,226.535,3.881
4/19/2017,0%,213.32,215.093,225.333,2.613
4/19/2017,0%,212.677,231.625,364.371,35.261
4/19/2017,0%,212.929,216.344,225.597,4.242
4/19/2017,0%,212.961,217.148,226.699,3.762
4/20/2017,0%,213.302,221.645,288.395,16.365
4/20/2017,0%,212.92,218.724,231.668,5.962
4/20/2017,0%,213.17,218.68,237.348,6.548
4/20/2017,0%,213.525,217.247,237.387,5.258
4/20/2017,0%,213.017,244.703,522.876,76.733
4/20/2017,0%,212.94,215.876,222.674,3.284
4/20/2017,0%,212.846,222.039,240.781,9.059
4/20/2017,0%,213.196,220.022,230.604,5.409
4/20/2017,0%,212.951,219.083,232.869,6.59
4/20/2017,0%,213.066,221.273,245.313,8.761
4/20/2017,0%,212.838,222.275,244.267,8.242
4/20/2017,0%,213.632,220.037,234.928,6.582
4/20/2017,0%,212.877,221.115,232.541,5.916
4/20/2017,0%,212.668,215.729,236.145,5.571
4/20/2017,0%,212.719,217.43,226.558,4.567
4/20/2017,0%,212.625,214.963,220.073,2.259
4/20/2017,0%,212.698,216.729,229.025,5.101
4/20/2017,0%,212.673,268.458,432.365,73.41
4/20/2017,0%,212.635,216.139,226.824,4.053
4/20/2017,0%,212.8,215.17,220.004,2.557
4/20/2017,0%,212.797,215.187,219.732,2.261
4/20/2017,0%,212.834,215.099,222.562,3.026
4/20/2017,0%,212.792,216.823,223.834,3.658
4/21/2017,0%,212.885,215.509,224.05,3.021
4/21/2017,0%,212.988,216.28,224.919,3.664
4/21/2017,0%,213.154,221.58,239.837,6.756
4/21/2017,0%,213.859,222.732,243.657,8.566
4/21/2017,0%,213.215,217.178,228.308,3.952
4/21/2017,0%,212.856,220.794,238.306,7.903
4/21/2017,0%,216.271,235.601,365.678,30.961
4/21/2017,0%,213.068,222.181,258.863,10.706
4/21/2017,0%,212.897,215.928,225.466,3.045
4/21/2017,0%,216.49,245.024,391.829,49.498
4/21/2017,0%,213.022,231.64,298.79,23.997
4/21/2017,0%,214.777,235.602,403.498,39.564
4/21/2017,0%,212.901,229.51,400.517,39.847
4/21/2017,0%,213.216,237.025,395.577,41.154
4/21/2017,0%,213.508,229.272,371.286,33.345
4/21/2017,0%,213.862,231.62,389.712,37.271
