Pair_1_B
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 8
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 1
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 1
10
11
12
10
11
12
10
11
12
10
11
12
 6
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 8
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 1
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 1
10
11
12
10
11
12
10
11
12
 2
10
11
12
10
11
12
 7
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 8
10
11
12
 8
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 7
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 2
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 2
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 8
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 6
10
11
12
 4
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 8
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 8
10
11
12
10
11
12
 2
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
 1
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
10
11
12
